profile_id,email,first_name,last_name,timezone,account_type,is_gift_purchaser_2025Q4,first_order_date,last_order_date,orders_count,ltv_usd,engagement_tier,sms_consent,created_source
MT-20184,quinn.lindqvist20184@example.com,Quinn,Lindqvist,America/Chicago,consumer,false,2026-06-04,2025-08-08,1,254.08,engaged_365,false,checkout
MT-20185,casey.reyes20185@example.com,Casey,Reyes,America/Los_Angeles,consumer,false,2024-08-25,2024-06-01,3,555.09,engaged_90,false,checkout
MT-20186,jordan.duval20186@example.com,Jordan,Duval,America/Los_Angeles,consumer,true,2023-06-09,2025-12-03,1,186.97,engaged_90,false,checkout
MT-20187,casey.duval20187@example.com,Casey,Duval,America/New_York,consumer,false,2025-11-28,2024-08-22,1,276.78,engaged_90,false,checkout
MT-20188,dana.sy20188@example.com,Dana,Sy,America/Chicago,consumer,true,2026-03-13,2025-12-16,1,371.75,engaged_365,false,checkout
MT-20189,casey.bennett20189@example.com,Casey,Bennett,America/New_York,consumer,false,2025-03-05,2024-03-09,1,192.07,unengaged_12m,false,checkout
MT-20190,nina.lindqvist20190@example.com,Nina,Lindqvist,America/Los_Angeles,wholesale,false,2023-01-26,2025-02-15,32,8896.54,unengaged_12m,true,checkout
MT-20191,marcus.okada20191@example.com,Marcus,Okada,America/New_York,consumer,false,2023-04-15,2024-05-06,1,338.77,engaged_90,false,checkout
MT-20192,felix.kowalski20192@example.com,Felix,Kowalski,America/New_York,consumer,true,2022-09-24,2025-12-04,1,187.13,engaged_365,true,checkout
MT-20193,theo.torres20193@example.com,Theo,Torres,America/Chicago,wholesale,false,2024-02-03,2025-06-27,16,5990.3,unengaged_12m,false,checkout
MT-20194,jordan.kowalski20194@example.com,Jordan,Kowalski,America/Los_Angeles,consumer,true,2026-04-01,2025-12-04,3,613.98,engaged_365,false,checkout
MT-20195,jordan.duval20195@example.com,Jordan,Duval,America/New_York,consumer,false,2026-02-10,2024-12-07,1,206.19,unengaged_12m,false,checkout
MT-20196,sam.sy20196@example.com,Sam,Sy,America/Chicago,consumer,false,2024-03-03,2024-12-24,1,119.0,engaged_90,true,checkout
MT-20197,felix.duval20197@example.com,Felix,Duval,America/Los_Angeles,consumer,false,2022-10-21,2025-07-08,1,272.85,unengaged_12m,false,checkout
MT-20198,felix.duval20198@example.com,Felix,Duval,America/Denver,consumer,false,2023-07-30,2025-01-25,1,287.75,engaged_365,true,checkout
MT-20199,marcus.lindqvist20199@example.com,Marcus,Lindqvist,America/Los_Angeles,consumer,false,2023-09-11,2025-11-04,1,341.56,unengaged_12m,false,checkout
MT-20200,alex.lindqvist20200@example.com,Alex,Lindqvist,America/Chicago,consumer,false,2023-12-26,2025-08-10,1,232.12,engaged_30,false,checkout
MT-20201,morgan.grant20201@example.com,Morgan,Grant,America/New_York,consumer,false,2022-12-29,2024-11-20,1,204.26,unengaged_12m,false,checkout
MT-20202,omar.haas20202@example.com,Omar,Haas,America/Los_Angeles,consumer,false,2026-06-05,2025-06-13,3,1193.4,engaged_365,false,checkout
MT-20203,dana.achebe20203@example.com,Dana,Achebe,America/New_York,consumer,false,2023-01-17,2026-04-16,3,1203.21,engaged_365,false,checkout
MT-20204,marcus.duval20204@example.com,Marcus,Duval,America/New_York,consumer,false,2023-08-25,2025-07-14,1,279.44,engaged_30,false,checkout
MT-20205,morgan.grant20205@example.com,Morgan,Grant,America/Chicago,consumer,false,2024-08-06,2025-09-10,1,277.52,engaged_365,false,checkout
MT-20206,elena.torres20206@example.com,Elena,Torres,America/Phoenix,consumer,false,2023-08-30,2025-10-04,4,1383.23,unengaged_12m,false,checkout
MT-20207,theo.lang20207@example.com,Theo,Lang,America/Los_Angeles,consumer,true,2023-11-06,2025-12-22,1,294.86,engaged_90,false,checkout
MT-20208,sam.lang20208@example.com,Sam,Lang,America/New_York,consumer,false,2025-08-02,2026-01-27,1,175.65,engaged_365,false,checkout
MT-20209,yuki.costa20209@example.com,Yuki,Costa,America/New_York,consumer,false,2025-06-29,2025-08-01,2,274.74,unengaged_12m,false,checkout
MT-20210,ingrid.lindqvist20210@example.com,Ingrid,Lindqvist,America/New_York,consumer,false,2024-02-03,2024-10-30,1,389.42,engaged_90,false,checkout
MT-20211,ingrid.torres20211@example.com,Ingrid,Torres,America/New_York,consumer,false,2025-11-07,2025-08-11,1,65.08,engaged_365,false,checkout
MT-20212,theo.ramirez20212@example.com,Theo,Ramirez,America/Los_Angeles,consumer,true,2025-11-24,2025-12-01,1,353.15,engaged_30,false,checkout
MT-20213,felix.costa20213@example.com,Felix,Costa,America/New_York,consumer,false,2025-08-23,2024-12-27,1,286.68,engaged_365,false,checkout
MT-20214,ingrid.lang20214@example.com,Ingrid,Lang,America/New_York,consumer,false,2023-01-05,2025-05-24,1,137.57,engaged_30,true,checkout
MT-20215,dana.okada20215@example.com,Dana,Okada,America/New_York,consumer,false,2026-04-07,2025-11-07,1,264.02,unengaged_12m,false,checkout
MT-20216,sam.reyes20216@example.com,Sam,Reyes,America/New_York,consumer,true,2026-03-16,2025-12-08,1,300.03,engaged_90,true,checkout
MT-20217,dana.lindqvist20217@example.com,Dana,Lindqvist,America/New_York,consumer,false,2024-09-30,2025-06-05,2,727.83,unengaged_12m,false,checkout
MT-20218,sam.macleod20218@example.com,Sam,MacLeod,America/Los_Angeles,consumer,false,2023-09-25,2026-07-16,1,215.95,engaged_90,false,checkout
MT-20219,marcus.nowak20219@example.com,Marcus,Nowak,America/New_York,consumer,true,2023-04-20,2025-12-18,1,326.72,unengaged_12m,false,checkout
MT-20220,sam.bennett20220@example.com,Sam,Bennett,America/Chicago,consumer,false,2024-07-08,2025-12-08,1,216.81,engaged_90,true,checkout
MT-20221,morgan.macleod20221@example.com,Morgan,MacLeod,America/Los_Angeles,consumer,false,2025-09-25,2025-01-16,1,343.34,unengaged_12m,false,checkout
MT-20222,riley.reyes20222@example.com,Riley,Reyes,America/New_York,consumer,false,2023-10-13,2025-03-09,1,337.79,unengaged_12m,false,checkout
MT-20223,harper.ferris20223@example.com,Harper,Ferris,America/Los_Angeles,consumer,false,2025-01-25,2025-06-20,1,270.88,engaged_30,false,checkout
MT-20224,casey.lang20224@example.com,Casey,Lang,America/New_York,consumer,false,2023-04-08,2026-03-12,1,286.79,engaged_90,true,checkout
MT-20225,riley.macleod20225@example.com,Riley,MacLeod,America/New_York,consumer,false,2023-04-20,2025-08-02,1,265.77,unengaged_12m,false,checkout
MT-20226,rowan.ito20226@example.com,Rowan,Ito,America/New_York,consumer,false,2023-11-05,2024-06-05,1,268.58,engaged_365,false,checkout
MT-20227,harper.lindqvist20227@example.com,Harper,Lindqvist,America/New_York,consumer,true,2024-06-24,2025-12-15,1,364.63,engaged_90,false,checkout
MT-20228,marcus.bennett20228@example.com,Marcus,Bennett,America/New_York,consumer,true,2026-03-23,2025-12-06,3,817.09,engaged_365,false,checkout
MT-20229,morgan.nowak20229@example.com,Morgan,Nowak,America/Los_Angeles,consumer,false,2025-06-11,2025-01-06,1,159.3,engaged_365,false,checkout
MT-20230,harper.grant20230@example.com,Harper,Grant,America/Los_Angeles,consumer,false,2022-10-10,2025-10-18,4,1554.72,unengaged_12m,false,checkout
MT-20231,jordan.macleod20231@example.com,Jordan,MacLeod,America/Los_Angeles,consumer,false,2024-07-06,2024-07-01,1,372.85,engaged_90,false,checkout
MT-20232,yuki.macleod20232@example.com,Yuki,MacLeod,America/New_York,consumer,false,2022-07-28,2025-03-10,4,484.26,unengaged_12m,false,checkout
MT-20233,leah.lang20233@example.com,Leah,Lang,America/New_York,consumer,false,2023-07-31,2024-03-24,1,369.86,engaged_30,false,checkout
MT-20234,jordan.mbeki20234@example.com,Jordan,Mbeki,America/New_York,consumer,false,2025-01-18,2026-06-08,5,1099.51,engaged_90,false,checkout
MT-20235,rowan.achebe20235@example.com,Rowan,Achebe,America/New_York,consumer,false,2025-02-11,2024-08-15,1,208.76,engaged_365,false,checkout
MT-20236,marcus.duval20236@example.com,Marcus,Duval,America/New_York,consumer,false,2025-10-15,2025-01-23,1,291.53,unengaged_12m,false,checkout
MT-20237,morgan.ferris20237@example.com,Morgan,Ferris,America/Phoenix,consumer,false,2025-04-17,2026-04-12,1,397.53,engaged_30,false,checkout
MT-20238,jordan.kowalski20238@example.com,Jordan,Kowalski,America/Los_Angeles,consumer,false,2025-07-18,2025-09-09,1,210.71,engaged_365,false,checkout
MT-20239,felix.ito20239@example.com,Felix,Ito,America/New_York,consumer,false,2023-09-23,2026-05-14,5,2382.1,engaged_90,false,checkout
MT-20240,harper.bennett20240@example.com,Harper,Bennett,America/Denver,consumer,false,2024-06-08,2026-05-06,1,299.89,engaged_365,false,checkout
MT-20241,harper.macleod20241@example.com,Harper,MacLeod,America/New_York,consumer,false,2024-03-26,2024-03-31,1,216.09,engaged_90,false,checkout
MT-20242,ingrid.lindqvist20242@example.com,Ingrid,Lindqvist,America/New_York,consumer,false,2022-10-27,2024-04-14,1,226.97,engaged_90,false,checkout
MT-20243,marcus.haas20243@example.com,Marcus,Haas,America/New_York,consumer,false,2022-12-05,2024-04-20,1,232.67,engaged_90,true,checkout
MT-20244,devon.petrov20244@example.com,Devon,Petrov,America/Chicago,consumer,false,2025-08-27,2024-09-02,8,1562.15,engaged_30,false,checkout
MT-20245,nina.ito20245@example.com,Nina,Ito,America/Phoenix,consumer,false,2025-03-23,2024-07-28,1,217.52,engaged_30,false,checkout
MT-20246,ingrid.grant20246@example.com,Ingrid,Grant,America/New_York,consumer,true,2026-02-05,2025-12-06,1,243.94,unengaged_12m,false,checkout
MT-20247,rowan.ramirez20247@example.com,Rowan,Ramirez,America/Chicago,consumer,true,2025-05-09,2025-12-11,1,121.78,engaged_365,false,checkout
MT-20248,felix.achebe20248@example.com,Felix,Achebe,America/Phoenix,consumer,false,2022-08-28,2025-09-02,1,295.55,engaged_90,false,checkout
MT-20249,marcus.petrov20249@example.com,Marcus,Petrov,America/Denver,consumer,true,2023-06-23,2025-12-07,3,776.72,engaged_90,false,checkout
MT-20250,sam.achebe20250@example.com,Sam,Achebe,America/Denver,consumer,false,2023-04-14,2025-05-13,1,199.96,engaged_30,false,checkout
MT-20251,devon.mbeki20251@example.com,Devon,Mbeki,America/Los_Angeles,consumer,false,2022-10-22,2026-05-02,2,668.61,unengaged_12m,false,checkout
MT-20252,quinn.mbeki20252@example.com,Quinn,Mbeki,America/Chicago,consumer,false,2023-04-10,2026-05-17,1,269.15,unengaged_12m,false,checkout
MT-20253,morgan.lang20253@example.com,Morgan,Lang,America/Chicago,consumer,false,2025-10-22,2024-11-04,2,220.92,unengaged_12m,false,checkout
MT-20254,nina.mbeki20254@example.com,Nina,Mbeki,America/New_York,consumer,false,2022-12-24,2026-06-10,1,291.78,engaged_30,true,checkout
MT-20255,yuki.torres20255@example.com,Yuki,Torres,America/Chicago,consumer,false,2025-12-16,2024-11-09,1,242.14,engaged_30,false,checkout
MT-20256,marcus.lindqvist20256@example.com,Marcus,Lindqvist,America/New_York,consumer,false,2025-01-06,2026-04-04,2,567.86,engaged_365,false,checkout
MT-20257,marcus.petrov20257@example.com,Marcus,Petrov,America/New_York,consumer,false,2023-05-16,2025-09-06,1,272.8,engaged_30,false,checkout
MT-20258,quinn.haas20258@example.com,Quinn,Haas,America/New_York,consumer,true,2026-05-02,2025-12-09,1,370.92,engaged_30,false,checkout
MT-20259,rowan.nowak20259@example.com,Rowan,Nowak,America/Los_Angeles,consumer,false,2022-08-01,2024-06-19,1,278.91,unengaged_12m,true,checkout
MT-20260,elena.achebe20260@example.com,Elena,Achebe,America/Chicago,consumer,false,2022-12-21,2024-04-22,1,301.4,engaged_365,false,checkout
MT-20261,riley.sy20261@example.com,Riley,Sy,America/New_York,consumer,false,2026-01-09,2025-08-03,1,258.1,engaged_30,false,checkout
MT-20262,dana.ferris20262@example.com,Dana,Ferris,America/New_York,consumer,false,2024-04-10,2025-08-10,1,182.2,engaged_90,false,checkout
MT-20263,quinn.ramirez20263@example.com,Quinn,Ramirez,America/New_York,consumer,false,2022-11-29,2026-03-11,1,306.11,engaged_30,false,checkout
MT-20264,sam.lang20264@example.com,Sam,Lang,America/Phoenix,consumer,false,2022-07-14,2026-07-04,1,247.23,unengaged_12m,false,checkout
MT-20265,devon.grant20265@example.com,Devon,Grant,America/Denver,consumer,false,2024-11-14,2024-05-17,1,262.85,unengaged_12m,false,checkout
MT-20266,sam.duval20266@example.com,Sam,Duval,America/Los_Angeles,consumer,false,2023-05-13,2024-08-05,1,321.24,engaged_30,false,checkout
MT-20267,elena.petrov20267@example.com,Elena,Petrov,America/Chicago,consumer,true,2024-06-28,2025-12-01,2,474.35,unengaged_12m,false,checkout
MT-20268,nina.sy20268@example.com,Nina,Sy,America/New_York,consumer,false,2024-09-20,2025-11-22,3,740.66,engaged_365,false,checkout
MT-20269,elena.ito20269@example.com,Elena,Ito,America/Los_Angeles,consumer,false,2025-06-12,2025-09-30,1,261.88,unengaged_12m,false,checkout
MT-20270,theo.ito20270@example.com,Theo,Ito,America/Los_Angeles,consumer,false,2025-07-11,2024-11-04,1,365.54,unengaged_12m,false,checkout
MT-20271,nina.sy20271@example.com,Nina,Sy,America/New_York,consumer,false,2022-10-25,2026-04-28,2,449.42,unengaged_12m,false,checkout
MT-20272,yuki.kowalski20272@example.com,Yuki,Kowalski,America/New_York,consumer,false,2025-05-24,2025-11-03,3,784.48,unengaged_12m,false,checkout
MT-20273,alex.torres20273@example.com,Alex,Torres,America/New_York,consumer,false,2023-09-22,2025-06-18,1,321.45,unengaged_12m,false,checkout
MT-20274,theo.kowalski20274@example.com,Theo,Kowalski,America/New_York,consumer,true,2023-11-08,2025-12-11,2,731.13,engaged_365,false,checkout
MT-20275,jordan.grant20275@example.com,Jordan,Grant,America/Denver,consumer,false,2025-12-04,2026-07-19,1,278.82,engaged_30,false,checkout
MT-20276,sam.reyes20276@example.com,Sam,Reyes,America/Los_Angeles,consumer,false,2022-10-06,2024-11-29,1,198.53,engaged_90,false,checkout
MT-20277,omar.kowalski20277@example.com,Omar,Kowalski,America/Los_Angeles,consumer,false,2023-11-28,2025-01-12,2,462.54,engaged_365,false,checkout
MT-20278,morgan.haas20278@example.com,Morgan,Haas,America/New_York,consumer,false,2022-12-04,2025-12-17,1,296.48,unengaged_12m,false,checkout
MT-20279,yuki.achebe20279@example.com,Yuki,Achebe,America/New_York,consumer,false,2025-06-06,2025-11-15,1,209.96,engaged_90,false,checkout
MT-20280,riley.lindqvist20280@example.com,Riley,Lindqvist,America/Chicago,consumer,false,2025-04-03,2024-10-25,1,136.98,unengaged_12m,false,checkout
MT-20281,devon.okada20281@example.com,Devon,Okada,America/Los_Angeles,wholesale,false,2026-05-13,2026-06-01,33,11169.44,unengaged_12m,false,checkout
MT-20282,marcus.kowalski20282@example.com,Marcus,Kowalski,America/New_York,consumer,false,2025-03-12,2026-07-07,3,605.84,engaged_90,false,checkout
MT-20283,quinn.reyes20283@example.com,Quinn,Reyes,America/New_York,consumer,false,2024-10-10,2025-03-15,1,367.46,engaged_365,false,checkout
MT-20284,harper.achebe20284@example.com,Harper,Achebe,America/Los_Angeles,consumer,false,2025-07-18,2025-09-14,1,117.27,engaged_365,false,checkout
MT-20285,dana.kowalski20285@example.com,Dana,Kowalski,America/Los_Angeles,consumer,false,2024-06-05,2026-06-21,3,900.81,unengaged_12m,false,checkout
MT-20286,morgan.duval20286@example.com,Morgan,Duval,America/Los_Angeles,consumer,false,2024-10-02,2026-03-06,1,321.53,engaged_90,false,checkout
MT-20287,leah.nowak20287@example.com,Leah,Nowak,America/New_York,consumer,false,2024-03-23,2025-08-29,3,788.04,engaged_30,false,checkout
MT-20288,alex.kowalski20288@example.com,Alex,Kowalski,America/New_York,consumer,true,2026-03-07,2025-12-04,1,243.86,engaged_30,false,checkout
MT-20289,morgan.lang20289@example.com,Morgan,Lang,America/Chicago,consumer,false,2025-08-15,2024-10-28,1,162.54,engaged_365,false,checkout
MT-20290,marcus.petrov20290@example.com,Marcus,Petrov,America/Los_Angeles,consumer,true,2025-03-12,2025-12-06,5,2071.1,engaged_30,false,checkout
MT-20291,jordan.torres20291@example.com,Jordan,Torres,America/Chicago,consumer,true,2024-06-01,2025-12-02,1,114.41,engaged_365,false,checkout
MT-20292,felix.okada20292@example.com,Felix,Okada,America/Los_Angeles,consumer,false,2024-08-31,2025-02-01,3,806.25,unengaged_12m,false,checkout
MT-20293,nina.grant20293@example.com,Nina,Grant,America/Los_Angeles,consumer,false,2025-02-09,2024-11-23,1,205.88,unengaged_12m,false,checkout
MT-20294,nina.macleod20294@example.com,Nina,MacLeod,America/Los_Angeles,consumer,false,2026-03-04,2025-06-18,1,269.82,engaged_90,false,checkout
MT-20295,felix.okada20295@example.com,Felix,Okada,America/Chicago,consumer,false,2022-10-27,2024-03-17,1,270.59,engaged_90,false,checkout
MT-20296,nina.macleod20296@example.com,Nina,MacLeod,America/Los_Angeles,consumer,false,2023-07-02,2025-11-08,3,801.36,unengaged_12m,false,checkout
MT-20297,felix.macleod20297@example.com,Felix,MacLeod,America/Los_Angeles,consumer,false,2023-10-18,2024-03-12,1,307.99,engaged_365,false,checkout
MT-20298,quinn.achebe20298@example.com,Quinn,Achebe,America/New_York,consumer,false,2024-05-25,2025-12-06,1,298.63,engaged_30,false,checkout
MT-20299,riley.kowalski20299@example.com,Riley,Kowalski,America/New_York,consumer,false,2024-01-19,2026-04-04,2,663.5,unengaged_12m,false,checkout
MT-20300,marcus.reyes20300@example.com,Marcus,Reyes,America/Denver,consumer,false,2024-10-27,2025-05-08,1,251.39,engaged_365,false,checkout
MT-20301,riley.lang20301@example.com,Riley,Lang,America/New_York,consumer,false,2023-07-13,2024-09-30,1,230.35,engaged_90,false,checkout
MT-20302,nina.haas20302@example.com,Nina,Haas,America/New_York,consumer,false,2023-05-25,2025-10-30,1,331.89,engaged_90,false,checkout
MT-20303,leah.ito20303@example.com,Leah,Ito,America/Chicago,consumer,false,2025-09-24,2025-05-31,1,302.8,engaged_90,false,checkout
MT-20304,jordan.sy20304@example.com,Jordan,Sy,America/New_York,consumer,false,2023-01-16,2024-04-29,2,736.85,engaged_90,false,checkout
MT-20305,morgan.ferris20305@example.com,Morgan,Ferris,America/New_York,consumer,false,2024-05-12,2026-06-04,1,268.97,engaged_90,true,checkout
MT-20306,leah.nowak20306@example.com,Leah,Nowak,America/New_York,consumer,false,2025-11-05,2024-12-08,4,787.01,unengaged_12m,false,checkout
MT-20307,theo.grant20307@example.com,Theo,Grant,America/Phoenix,consumer,true,2024-03-21,2025-12-01,1,174.15,unengaged_12m,false,checkout
MT-20308,nina.mbeki20308@example.com,Nina,Mbeki,America/New_York,consumer,false,2025-10-15,2026-05-07,1,301.53,engaged_30,false,checkout
MT-20309,casey.petrov20309@example.com,Casey,Petrov,America/New_York,consumer,false,2026-02-21,2024-04-16,1,148.87,unengaged_12m,false,checkout
MT-20310,jordan.mbeki20310@example.com,Jordan,Mbeki,America/Los_Angeles,consumer,false,2022-12-08,2026-03-11,1,432.39,engaged_30,false,checkout
MT-20311,riley.mbeki20311@example.com,Riley,Mbeki,America/New_York,consumer,false,2025-01-07,2024-09-27,1,283.24,engaged_365,false,checkout
MT-20312,theo.kowalski20312@example.com,Theo,Kowalski,America/New_York,consumer,true,2024-09-27,2025-12-07,1,193.28,engaged_365,false,checkout
MT-20313,leah.petrov20313@example.com,Leah,Petrov,America/Los_Angeles,consumer,false,2024-07-14,2026-01-14,3,971.81,unengaged_12m,false,checkout
MT-20314,elena.ramirez20314@example.com,Elena,Ramirez,America/Chicago,consumer,false,2023-12-27,2025-10-13,1,256.48,engaged_30,false,checkout
MT-20315,yuki.sy20315@example.com,Yuki,Sy,America/New_York,consumer,false,2025-04-23,2026-06-09,1,342.25,unengaged_12m,false,checkout
MT-20316,morgan.ito20316@example.com,Morgan,Ito,America/Los_Angeles,consumer,false,2025-07-12,2025-03-15,1,261.52,unengaged_12m,false,checkout
MT-20317,devon.mbeki20317@example.com,Devon,Mbeki,America/Los_Angeles,consumer,true,2025-04-16,2025-12-04,3,469.01,engaged_30,false,checkout
MT-20318,jordan.grant20318@example.com,Jordan,Grant,America/New_York,consumer,true,2026-02-17,2025-12-06,1,206.34,unengaged_12m,false,checkout
MT-20319,quinn.costa20319@example.com,Quinn,Costa,America/Los_Angeles,consumer,false,2024-09-18,2025-11-16,1,314.78,unengaged_12m,false,checkout
MT-20320,quinn.nowak20320@example.com,Quinn,Nowak,America/Phoenix,consumer,false,2022-07-23,2026-05-04,1,255.23,engaged_30,false,checkout
MT-20321,elena.nowak20321@example.com,Elena,Nowak,America/New_York,consumer,false,2025-04-08,2024-10-05,1,397.82,engaged_365,false,checkout
MT-20322,marcus.ramirez20322@example.com,Marcus,Ramirez,America/Los_Angeles,consumer,false,2024-10-01,2024-12-03,3,1085.53,unengaged_12m,false,checkout
MT-20323,omar.haas20323@example.com,Omar,Haas,America/Los_Angeles,consumer,true,2023-03-16,2025-12-20,3,1007.45,engaged_30,true,checkout
MT-20324,devon.achebe20324@example.com,Devon,Achebe,America/Denver,consumer,true,2024-05-29,2025-12-10,1,227.68,unengaged_12m,false,checkout
MT-20325,leah.bennett20325@example.com,Leah,Bennett,America/Los_Angeles,consumer,true,2024-03-30,2025-12-02,1,303.77,engaged_365,false,checkout
MT-20326,morgan.grant20326@example.com,Morgan,Grant,America/Chicago,consumer,false,2025-07-01,2024-09-28,1,260.16,engaged_90,false,checkout
MT-20327,omar.duval20327@example.com,Omar,Duval,America/New_York,consumer,false,2025-10-17,2026-03-04,3,732.26,engaged_365,false,checkout
MT-20328,leah.macleod20328@example.com,Leah,MacLeod,America/New_York,consumer,false,2024-03-09,2025-01-16,1,249.41,engaged_30,false,checkout
MT-20329,felix.lang20329@example.com,Felix,Lang,America/New_York,consumer,false,2026-02-24,2025-03-25,1,324.41,unengaged_12m,false,checkout
MT-20330,quinn.ito20330@example.com,Quinn,Ito,America/Los_Angeles,consumer,false,2023-07-18,2026-04-17,1,363.47,unengaged_12m,true,checkout
MT-20331,dana.torres20331@example.com,Dana,Torres,America/New_York,consumer,false,2026-02-06,2024-04-18,2,600.88,engaged_365,false,checkout
MT-20332,jordan.torres20332@example.com,Jordan,Torres,America/Denver,consumer,false,2023-11-11,2024-12-09,2,410.42,engaged_30,false,checkout
MT-20333,theo.grant20333@example.com,Theo,Grant,America/New_York,consumer,false,2023-08-01,2024-09-11,1,407.18,unengaged_12m,false,checkout
MT-20334,devon.torres20334@example.com,Devon,Torres,America/Los_Angeles,consumer,false,2023-10-05,2026-06-30,1,290.52,unengaged_12m,false,checkout
MT-20335,yuki.ito20335@example.com,Yuki,Ito,America/New_York,consumer,false,2024-02-22,2026-05-05,2,574.93,unengaged_12m,false,checkout
MT-20336,omar.petrov20336@example.com,Omar,Petrov,America/New_York,consumer,false,2022-08-21,2024-12-11,4,1577.11,engaged_90,false,checkout
MT-20337,ingrid.duval20337@example.com,Ingrid,Duval,America/Los_Angeles,consumer,true,2022-11-26,2025-12-09,1,210.52,unengaged_12m,false,checkout
MT-20338,quinn.torres20338@example.com,Quinn,Torres,America/Chicago,consumer,false,2026-03-03,2025-07-02,3,357.45,engaged_90,false,checkout
MT-20339,elena.nowak20339@example.com,Elena,Nowak,America/New_York,consumer,false,2024-07-18,2024-09-27,1,200.49,unengaged_12m,false,checkout
MT-20340,alex.duval20340@example.com,Alex,Duval,America/Chicago,wholesale,false,2024-02-23,2024-11-26,15,5141.5,engaged_30,false,checkout
MT-20341,sam.reyes20341@example.com,Sam,Reyes,America/New_York,consumer,false,2024-07-26,2026-05-09,1,222.05,engaged_30,false,checkout
MT-20342,theo.mbeki20342@example.com,Theo,Mbeki,America/Los_Angeles,consumer,false,2025-06-01,2025-07-04,1,428.82,unengaged_12m,false,checkout
MT-20343,quinn.reyes20343@example.com,Quinn,Reyes,America/Los_Angeles,consumer,false,2024-03-28,2025-09-26,3,970.19,unengaged_12m,false,checkout
MT-20344,yuki.torres20344@example.com,Yuki,Torres,America/Los_Angeles,consumer,false,2025-11-13,2025-11-29,1,441.54,unengaged_12m,false,checkout
MT-20345,marcus.bennett20345@example.com,Marcus,Bennett,America/Phoenix,consumer,true,2022-09-18,2025-12-09,2,587.84,unengaged_12m,true,checkout
MT-20346,yuki.okada20346@example.com,Yuki,Okada,America/Chicago,consumer,false,2024-05-05,2025-02-19,1,225.09,engaged_30,false,checkout
MT-20347,omar.reyes20347@example.com,Omar,Reyes,America/Los_Angeles,wholesale,false,2022-08-14,2026-04-08,40,10481.2,engaged_365,false,checkout
MT-20348,morgan.ferris20348@example.com,Morgan,Ferris,America/Los_Angeles,consumer,false,2024-12-05,2026-03-13,1,413.95,unengaged_12m,false,checkout
MT-20349,nina.lindqvist20349@example.com,Nina,Lindqvist,America/Los_Angeles,consumer,false,2025-02-03,2025-10-13,1,435.01,engaged_30,false,checkout
MT-20350,theo.ito20350@example.com,Theo,Ito,America/Los_Angeles,consumer,false,2022-07-30,2025-10-27,1,407.44,unengaged_12m,false,checkout
MT-20351,jordan.mbeki20351@example.com,Jordan,Mbeki,America/New_York,consumer,false,2026-02-07,2026-02-22,1,256.03,engaged_365,false,checkout
MT-20352,jordan.costa20352@example.com,Jordan,Costa,America/New_York,consumer,false,2024-09-18,2025-04-08,5,1675.24,engaged_90,false,checkout
MT-20353,casey.haas20353@example.com,Casey,Haas,America/New_York,consumer,true,2023-10-20,2025-12-20,2,545.72,engaged_365,false,checkout
MT-20354,riley.okada20354@example.com,Riley,Okada,America/New_York,consumer,true,2024-02-21,2025-12-13,1,202.9,engaged_90,false,checkout
MT-20355,ingrid.duval20355@example.com,Ingrid,Duval,America/Los_Angeles,consumer,false,2026-05-20,2026-06-26,1,153.16,unengaged_12m,false,checkout
MT-20356,yuki.reyes20356@example.com,Yuki,Reyes,America/New_York,consumer,false,2022-08-25,2024-04-11,1,157.25,unengaged_12m,false,checkout
MT-20357,rowan.lindqvist20357@example.com,Rowan,Lindqvist,America/Denver,consumer,false,2022-07-27,2026-04-09,1,244.78,engaged_90,false,checkout
MT-20358,elena.nowak20358@example.com,Elena,Nowak,America/New_York,consumer,false,2023-06-20,2024-07-15,1,348.69,unengaged_12m,false,checkout
MT-20359,morgan.torres20359@example.com,Morgan,Torres,America/New_York,consumer,false,2023-08-20,2026-08-04,1,434.06,unengaged_12m,false,checkout
MT-20360,nina.torres20360@example.com,Nina,Torres,America/Chicago,consumer,false,2025-08-08,2025-12-23,2,643.13,unengaged_12m,false,checkout
MT-20361,rowan.kowalski20361@example.com,Rowan,Kowalski,America/Los_Angeles,consumer,false,2024-11-02,2026-03-26,1,136.7,unengaged_12m,false,checkout
MT-20362,harper.ito20362@example.com,Harper,Ito,America/Los_Angeles,consumer,false,2024-09-18,2026-05-03,1,149.99,engaged_365,false,checkout
MT-20363,sam.reyes20363@example.com,Sam,Reyes,America/New_York,consumer,true,2024-08-17,2025-12-21,1,176.59,unengaged_12m,false,checkout
MT-20364,ingrid.kowalski20364@example.com,Ingrid,Kowalski,America/Phoenix,consumer,false,2023-10-30,2026-04-16,1,382.36,engaged_90,false,checkout
MT-20365,elena.lang20365@example.com,Elena,Lang,America/Chicago,consumer,false,2025-04-12,2025-10-23,2,610.03,unengaged_12m,false,checkout
MT-20366,alex.macleod20366@example.com,Alex,MacLeod,America/Los_Angeles,wholesale,false,2022-12-01,2025-10-31,28,8557.18,engaged_365,false,checkout
MT-20367,ingrid.costa20367@example.com,Ingrid,Costa,America/New_York,consumer,false,2026-02-21,2024-05-06,3,1085.96,engaged_365,false,checkout
MT-20368,harper.ito20368@example.com,Harper,Ito,America/Denver,consumer,false,2022-12-26,2025-04-29,1,446.79,engaged_365,false,checkout
