profile_id,email,first_name,last_name,timezone,email_consent,email_consent_date,sms_consent,sms_consent_date,is_subscriber,first_order_date,last_onetime_order_date,last_subscription_order_date,orders_count,ltv_usd,engagement_tier,suppressed
AB-10175,dana.patel175@example.com,Dana,Patel,America/New_York,true,2025-08-22,false,,false,2025-08-29,2025-07-30,,2,118.62,unengaged_12m,false
AB-10176,nora.novak176@example.com,Nora,Novak,America/Chicago,true,2024-09-24,false,,false,2024-10-31,2025-12-30,,1,50.18,unengaged_12m,false
AB-10177,mara.vega177@example.com,Mara,Vega,America/Los_Angeles,true,2025-03-05,false,,true,2025-04-12,2026-05-13,2026-08-02,10,250,engaged_30,false
AB-10178,amara.kim178@example.com,Amara,Kim,America/Chicago,true,2025-07-14,false,,false,2025-08-12,2025-03-06,,4,146.44,unengaged_12m,false
AB-10179,maya.ali179@example.com,Maya,Ali,America/New_York,true,2024-11-23,false,,false,2024-12-13,2025-09-29,,1,71.71,engaged_365,false
AB-10180,tessa.moreau180@example.com,Tessa,Moreau,America/Los_Angeles,true,2024-10-24,false,,false,2024-11-28,2026-06-10,,1,37.2,engaged_365,false
AB-10181,sofia.diaz181@example.com,Sofia,Diaz,America/New_York,true,2026-02-19,false,,false,2026-02-25,2025-06-06,,3,224.67,unengaged_12m,false
AB-10182,tessa.ali182@example.com,Tessa,Ali,America/Los_Angeles,true,2025-05-03,true,2025-06-24,false,2025-06-24,2025-08-19,,1,97.75,engaged_30,false
AB-10183,noemi.weber183@example.com,Noemi,Weber,America/Chicago,true,2025-10-30,false,,false,2025-11-27,2025-04-23,,3,161.42,unengaged_12m,false
AB-10184,noemi.sato184@example.com,Noemi,Sato,America/Chicago,true,2025-10-22,false,,false,2025-11-02,2026-07-09,,1,68.53,unengaged_12m,false
AB-10185,cora.vega185@example.com,Cora,Vega,America/Los_Angeles,true,2026-06-08,false,,false,2026-06-27,2026-07-07,,1,71.63,engaged_30,false
AB-10186,mara.chen186@example.com,Mara,Chen,America/New_York,true,2025-03-26,false,,true,2025-04-20,2026-02-14,2026-07-22,8,502.86,unengaged_12m,true
AB-10187,gia.braun187@example.com,Gia,Braun,America/New_York,true,2024-08-20,false,,false,2024-08-24,2026-03-17,,3,92.62,engaged_30,false
AB-10188,amara.lopez188@example.com,Amara,Lopez,America/New_York,true,2024-11-12,true,2024-12-20,false,2024-12-20,2025-03-21,,6,545.11,engaged_30,false
AB-10189,iris.weber189@example.com,Iris,Weber,America/Los_Angeles,true,2025-05-07,false,,false,2025-05-13,2026-02-03,,1,34.81,engaged_90,false
AB-10190,priya.lopez190@example.com,Priya,Lopez,America/Los_Angeles,true,2026-01-04,false,,false,2026-02-16,2026-03-26,,3,245.7,unengaged_12m,false
AB-10191,lena.kim191@example.com,Lena,Kim,America/New_York,true,2025-02-16,false,,true,2025-04-09,2026-05-18,2026-07-28,9,451.69,engaged_365,false
AB-10192,mara.vega192@example.com,Mara,Vega,America/Chicago,true,2025-11-25,false,,false,2026-01-02,2026-01-09,,3,117.33,engaged_30,false
AB-10193,jade.patel193@example.com,Jade,Patel,America/Los_Angeles,true,2025-11-12,false,,true,2025-12-31,2025-06-22,2026-07-25,12,575.47,engaged_30,false
AB-10194,chloe.weber194@example.com,Chloe,Weber,America/Los_Angeles,true,2025-08-06,false,,false,2025-09-27,2025-03-03,,1,45.39,engaged_30,false
AB-10195,dana.silva195@example.com,Dana,Silva,America/Los_Angeles,true,2025-07-27,true,2025-08-20,false,2025-08-20,2025-06-13,,5,292.18,engaged_90,false
AB-10196,nora.novak196@example.com,Nora,Novak,America/New_York,true,2024-11-02,false,,false,2024-11-22,2025-07-18,,1,53.01,engaged_90,false
AB-10197,nora.diaz197@example.com,Nora,Diaz,America/Chicago,true,2025-07-02,false,,false,2025-08-02,2025-03-26,,1,67.12,unengaged_12m,false
AB-10198,gia.rossi198@example.com,Gia,Rossi,America/New_York,true,2025-01-18,false,,false,2025-02-28,2026-05-26,,1,104.1,unengaged_12m,false
AB-10199,mara.chen199@example.com,Mara,Chen,America/Los_Angeles,true,2024-08-25,false,,false,2024-10-06,2025-03-11,,1,26.89,unengaged_12m,true
AB-10200,maya.vega200@example.com,Maya,Vega,America/Chicago,true,2025-03-03,false,,false,2025-03-06,2026-07-24,,2,168.16,engaged_90,false
AB-10201,lena.osei201@example.com,Lena,Osei,America/Los_Angeles,true,2024-08-17,false,,true,2024-08-22,2025-09-18,2026-08-03,7,449.33,engaged_30,false
AB-10202,chloe.vega202@example.com,Chloe,Vega,America/Chicago,true,2025-09-30,false,,false,2025-10-13,2025-12-04,,3,306.14,engaged_90,false
AB-10203,nora.patel203@example.com,Nora,Patel,America/Denver,true,2024-07-22,false,,false,2024-09-12,2025-06-21,,10,836.96,engaged_90,false
AB-10204,noemi.diaz204@example.com,Noemi,Diaz,America/New_York,true,2026-01-11,false,,true,2026-01-19,2026-02-16,2026-08-07,11,573.05,engaged_30,false
AB-10205,elle.braun205@example.com,Elle,Braun,America/Chicago,true,2026-03-03,false,,true,2026-04-28,2026-03-14,2026-08-07,10,492.47,unengaged_12m,false
AB-10206,jade.rivera206@example.com,Jade,Rivera,America/Los_Angeles,true,2025-04-25,false,,false,2025-06-01,2025-07-08,,5,274.67,engaged_365,false
AB-10207,noemi.nguyen207@example.com,Noemi,Nguyen,America/New_York,true,2026-02-26,false,,false,2026-04-24,2025-05-20,,1,84.09,unengaged_12m,true
AB-10208,sofia.nguyen208@example.com,Sofia,Nguyen,America/Chicago,true,2024-09-24,false,,false,2024-11-11,2025-05-06,,1,62.65,engaged_30,false
AB-10209,iris.osei209@example.com,Iris,Osei,America/Los_Angeles,true,2024-10-12,false,,false,2024-11-21,2025-10-12,,2,115.27,engaged_30,false
AB-10210,elle.okafor210@example.com,Elle,Okafor,America/New_York,true,2024-08-12,false,,false,2024-10-02,2025-09-29,,1,48.91,engaged_30,false
AB-10211,wren.moreau211@example.com,Wren,Moreau,America/New_York,true,2025-04-28,true,2025-04-28,true,2025-04-28,2026-05-31,2026-08-03,13,947.5,engaged_365,false
AB-10212,noemi.okafor212@example.com,Noemi,Okafor,America/Chicago,true,2025-04-27,false,,false,2025-06-14,2025-12-05,,1,35.19,unengaged_12m,false
AB-10213,isla.weber213@example.com,Isla,Weber,America/New_York,true,2025-10-03,false,,false,2025-10-12,2025-05-22,,1,78.13,engaged_30,false
AB-10214,ruby.diaz214@example.com,Ruby,Diaz,America/Los_Angeles,true,2025-09-22,false,,false,2025-11-03,2026-03-25,,2,74.16,engaged_90,false
AB-10215,tessa.nguyen215@example.com,Tessa,Nguyen,America/Los_Angeles,true,2025-08-01,false,,false,2025-08-10,2026-03-24,,1,62.66,engaged_90,false
AB-10216,sasha.kim216@example.com,Sasha,Kim,America/Chicago,true,2025-05-04,false,,false,2025-06-01,2024-12-29,,7,384.0,engaged_365,false
AB-10217,jade.weber217@example.com,Jade,Weber,America/New_York,true,2025-06-01,false,,false,2025-07-05,2025-01-29,,1,88.8,engaged_365,false
AB-10218,wren.osei218@example.com,Wren,Osei,America/New_York,true,2025-11-23,false,,false,2025-12-11,2025-06-18,,1,54.9,unengaged_12m,false
AB-10219,olivia.patel219@example.com,Olivia,Patel,America/New_York,true,2025-04-12,false,,false,2025-05-06,2025-04-07,,3,266.19,engaged_30,false
AB-10220,noemi.fischer220@example.com,Noemi,Fischer,America/Los_Angeles,true,2025-04-02,true,2025-05-11,false,2025-05-11,2026-05-15,,1,66.3,unengaged_12m,false
AB-10221,nora.rossi221@example.com,Nora,Rossi,America/New_York,true,2024-11-08,false,,false,2024-12-14,2025-09-05,,9,410.05,unengaged_12m,false
AB-10222,cora.silva222@example.com,Cora,Silva,America/New_York,true,2025-01-09,false,,false,2025-02-06,2025-07-23,,3,109.03,engaged_30,false
AB-10223,wren.braun223@example.com,Wren,Braun,America/Denver,true,2026-06-06,true,2026-06-18,false,2026-06-18,2026-05-15,,1,52.21,engaged_90,false
AB-10224,gia.novak224@example.com,Gia,Novak,America/New_York,true,2025-12-01,false,,false,2025-12-14,2026-06-03,,1,57.28,unengaged_12m,false
AB-10225,elle.silva225@example.com,Elle,Silva,America/New_York,true,2026-02-09,false,,false,2026-03-24,2025-12-04,,2,137.3,engaged_30,false
AB-10226,noemi.haddad226@example.com,Noemi,Haddad,America/New_York,true,2025-01-30,false,,false,2025-03-27,2026-07-12,,1,52.49,unengaged_12m,false
AB-10227,chloe.ali227@example.com,Chloe,Ali,America/Chicago,true,2025-11-16,false,,false,2025-12-06,2026-06-07,,1,68.46,unengaged_12m,false
AB-10228,noemi.haddad228@example.com,Noemi,Haddad,America/New_York,true,2026-02-28,false,,false,2026-03-19,2025-07-05,,1,76.33,unengaged_12m,false
AB-10229,iris.rossi229@example.com,Iris,Rossi,America/Los_Angeles,true,2024-07-18,false,,false,2024-08-23,2026-05-16,,2,90.49,engaged_90,false
AB-10230,jade.silva230@example.com,Jade,Silva,America/New_York,true,2025-05-07,false,,true,2025-06-26,2026-03-10,2026-07-13,14,608.53,engaged_90,false
AB-10231,noemi.haddad231@example.com,Noemi,Haddad,America/Chicago,true,2025-12-24,false,,false,2026-02-20,2025-08-08,,1,77.64,unengaged_12m,false
AB-10232,priya.novak232@example.com,Priya,Novak,America/New_York,true,2024-11-02,false,,false,2024-12-15,2025-05-13,,1,34.67,engaged_90,false
AB-10233,sofia.braun233@example.com,Sofia,Braun,America/New_York,true,2025-08-29,false,,false,2025-09-17,2025-10-19,,1,62.86,engaged_30,false
AB-10234,dana.braun234@example.com,Dana,Braun,America/Los_Angeles,true,2024-10-31,false,,false,2024-12-28,2025-07-31,,1,49.24,engaged_365,false
AB-10235,wren.chen235@example.com,Wren,Chen,America/Los_Angeles,true,2025-10-03,false,,false,2025-12-02,2025-11-30,,10,557.29,engaged_90,false
AB-10236,maya.ali236@example.com,Maya,Ali,America/New_York,true,2026-02-15,false,,false,2026-04-15,2025-08-16,,1,93.1,engaged_30,false
AB-10237,sasha.sato237@example.com,Sasha,Sato,America/New_York,true,2025-11-17,false,,false,2025-12-14,2025-02-11,,3,182.46,unengaged_12m,false
AB-10238,noemi.haddad238@example.com,Noemi,Haddad,America/New_York,true,2025-08-06,false,,false,2025-09-20,2026-03-25,,1,82.68,unengaged_12m,false
AB-10239,cora.chen239@example.com,Cora,Chen,America/Phoenix,true,2026-01-07,false,,false,2026-03-06,2026-03-14,,2,111.25,engaged_30,false
AB-10240,nora.weber240@example.com,Nora,Weber,America/Chicago,true,2025-09-19,false,,false,2025-10-11,2025-06-24,,2,113.9,unengaged_12m,false
AB-10241,lena.rossi241@example.com,Lena,Rossi,America/Chicago,true,2024-11-20,false,,false,2024-11-25,2025-04-28,,1,67.04,unengaged_12m,false
AB-10242,elle.rossi242@example.com,Elle,Rossi,America/Los_Angeles,true,2025-04-25,false,,false,2025-06-01,2025-10-24,,1,50.77,engaged_30,false
AB-10243,june.novak243@example.com,June,Novak,America/Chicago,true,2025-07-27,false,,false,2025-07-27,2025-04-27,,4,269.25,unengaged_12m,true
AB-10244,isla.ali244@example.com,Isla,Ali,America/Chicago,true,2025-03-23,false,,false,2025-05-01,2025-11-03,,1,58.4,unengaged_12m,true
AB-10245,iris.moreau245@example.com,Iris,Moreau,America/New_York,true,2024-08-16,false,,false,2024-09-17,2025-10-02,,1,53.13,engaged_90,false
AB-10246,wren.lopez246@example.com,Wren,Lopez,America/New_York,true,2026-03-13,true,2026-04-07,true,2026-04-07,2026-06-09,2026-07-12,12,999.82,engaged_30,false
AB-10247,jade.silva247@example.com,Jade,Silva,America/Phoenix,true,2026-01-05,false,,false,2026-02-28,2026-05-11,,1,73.36,engaged_30,false
AB-10248,emma.silva248@example.com,Emma,Silva,America/New_York,true,2026-02-15,false,,false,2026-02-23,2026-06-01,,1,76.22,unengaged_12m,false
AB-10249,ava.vega249@example.com,Ava,Vega,America/Denver,true,2025-10-14,false,,false,2025-12-07,2025-06-15,,2,56.39,engaged_30,false
AB-10250,dana.kim250@example.com,Dana,Kim,America/New_York,true,2026-02-19,false,,true,2026-03-09,2026-02-06,2026-08-04,11,557.09,engaged_90,false
AB-10251,sasha.vega251@example.com,Sasha,Vega,America/New_York,true,2026-06-13,false,,false,2026-06-16,2025-02-26,,4,309.27,unengaged_12m,false
AB-10252,chloe.weber252@example.com,Chloe,Weber,America/New_York,true,2025-10-18,false,,true,2025-11-10,2025-12-11,2026-08-09,6,380.62,engaged_30,false
AB-10253,olivia.weber253@example.com,Olivia,Weber,America/Los_Angeles,true,2025-05-08,false,,false,2025-07-04,2025-04-15,,1,87.62,engaged_30,false
AB-10254,wren.okafor254@example.com,Wren,Okafor,America/New_York,true,2025-09-13,false,,true,2025-10-18,2025-11-09,2026-07-14,5,396.0,engaged_90,false
AB-10255,sofia.osei255@example.com,Sofia,Osei,America/Chicago,true,2026-04-16,false,,false,2026-04-19,2026-01-14,,1,56.25,engaged_365,false
AB-10256,olivia.osei256@example.com,Olivia,Osei,America/New_York,true,2024-09-16,false,,false,2024-09-16,2026-06-12,,2,175.02,unengaged_12m,false
AB-10257,cora.silva257@example.com,Cora,Silva,America/Chicago,true,2025-07-17,false,,false,2025-08-31,2026-07-29,,2,146.5,unengaged_12m,true
AB-10258,elle.rivera258@example.com,Elle,Rivera,America/New_York,true,2024-12-20,false,,false,2025-01-24,2025-11-08,,1,68.14,engaged_90,false
AB-10259,emma.rivera259@example.com,Emma,Rivera,America/New_York,true,2024-12-02,false,,false,2025-01-23,2026-05-24,,1,49.48,unengaged_12m,false
AB-10260,amara.rossi260@example.com,Amara,Rossi,America/New_York,true,2026-01-02,false,,false,2026-01-24,2026-04-14,,1,61.73,engaged_365,false
AB-10261,amara.rivera261@example.com,Amara,Rivera,America/New_York,true,2025-10-29,false,,false,2025-11-05,2026-03-10,,1,70.38,engaged_90,false
AB-10262,maya.osei262@example.com,Maya,Osei,America/Los_Angeles,true,2024-07-17,false,,false,2024-09-10,2026-05-23,,1,53.86,unengaged_12m,false
AB-10263,emma.fischer263@example.com,Emma,Fischer,America/Denver,true,2025-11-09,false,,true,2025-11-27,2026-01-20,2026-07-11,7,551.66,engaged_90,false
AB-10264,ruby.nguyen264@example.com,Ruby,Nguyen,America/New_York,true,2025-05-07,false,,false,2025-07-01,2025-03-23,,1,47.89,unengaged_12m,false
AB-10265,wren.kim265@example.com,Wren,Kim,America/Los_Angeles,true,2025-11-03,false,,false,2025-11-04,2025-02-02,,1,56.02,unengaged_12m,true
AB-10266,elle.rivera266@example.com,Elle,Rivera,America/Los_Angeles,true,2024-08-24,false,,true,2024-09-08,2026-05-14,2026-07-09,9,716.06,unengaged_12m,false
AB-10267,olivia.moreau267@example.com,Olivia,Moreau,America/New_York,true,2024-12-31,false,,false,2025-01-27,2026-05-16,,1,75.44,unengaged_12m,false
AB-10268,amara.novak268@example.com,Amara,Novak,America/Chicago,true,2024-10-01,false,,false,2024-11-14,2025-11-16,,1,25,engaged_30,false
AB-10269,tessa.nguyen269@example.com,Tessa,Nguyen,America/New_York,true,2026-03-22,true,2026-04-28,false,2026-04-28,2024-12-20,,6,482.72,engaged_30,false
AB-10270,emma.haddad270@example.com,Emma,Haddad,America/New_York,true,2026-02-15,false,,false,2026-03-12,2025-11-12,,1,73.98,engaged_90,false
AB-10271,sofia.haddad271@example.com,Sofia,Haddad,America/Los_Angeles,true,2024-09-24,false,,false,2024-11-03,2026-05-09,,1,59.29,unengaged_12m,false
AB-10272,iris.weber272@example.com,Iris,Weber,America/Chicago,true,2025-09-30,false,,false,2025-10-20,2025-01-24,,3,247.28,unengaged_12m,false
AB-10273,dana.silva273@example.com,Dana,Silva,America/Los_Angeles,true,2026-05-17,false,,false,2026-07-01,2026-01-20,,1,101.39,unengaged_12m,true
AB-10274,iris.okafor274@example.com,Iris,Okafor,America/Chicago,true,2026-04-04,true,2026-04-28,false,2026-04-28,2026-04-01,,1,97.7,engaged_90,false
AB-10275,jade.silva275@example.com,Jade,Silva,America/New_York,true,2025-12-28,false,,false,2026-01-22,2025-07-02,,5,386.53,engaged_90,false
AB-10276,tessa.sato276@example.com,Tessa,Sato,America/New_York,true,2025-12-10,false,,false,2026-01-03,2025-10-12,,1,52.37,unengaged_12m,false
AB-10277,noemi.diaz277@example.com,Noemi,Diaz,America/New_York,true,2026-01-27,false,,false,2026-02-23,2025-11-28,,1,65.4,unengaged_12m,false
AB-10278,noemi.rivera278@example.com,Noemi,Rivera,America/Phoenix,true,2025-06-07,false,,false,2025-07-11,2025-09-15,,1,65.24,engaged_365,false
AB-10279,isla.rivera279@example.com,Isla,Rivera,America/New_York,true,2025-09-16,false,,false,2025-09-29,2024-12-20,,1,45.79,unengaged_12m,false
AB-10280,isla.silva280@example.com,Isla,Silva,America/New_York,true,2024-12-02,false,,false,2025-01-13,2025-07-09,,3,201.9,unengaged_12m,true
AB-10281,isla.haddad281@example.com,Isla,Haddad,America/New_York,true,2025-06-30,false,,false,2025-07-11,2025-08-15,,5,294.83,engaged_30,false
AB-10282,june.novak282@example.com,June,Novak,America/Chicago,true,2025-01-25,true,2025-02-24,false,2025-02-24,2025-12-29,,1,64.26,engaged_30,false
AB-10283,priya.rivera283@example.com,Priya,Rivera,America/New_York,true,2026-02-22,true,2026-03-02,false,2026-03-02,2025-09-13,,1,66.47,engaged_30,false
AB-10284,olivia.braun284@example.com,Olivia,Braun,America/Denver,true,2026-03-10,false,,false,2026-03-22,2025-07-01,,4,365.29,engaged_90,false
AB-10285,jade.patel285@example.com,Jade,Patel,America/New_York,true,2025-03-18,false,,false,2025-04-22,2026-02-13,,3,80.57,unengaged_12m,false
AB-10286,noemi.vega286@example.com,Noemi,Vega,America/Los_Angeles,true,2024-10-24,false,,false,2024-11-17,2026-02-10,,3,122.55,engaged_90,false
AB-10287,elle.braun287@example.com,Elle,Braun,America/New_York,true,2024-10-17,false,,false,2024-12-09,2025-12-27,,1,82.27,engaged_365,false
AB-10288,emma.diaz288@example.com,Emma,Diaz,America/New_York,true,2025-09-14,false,,false,2025-11-12,2025-09-01,,1,51.17,unengaged_12m,false
AB-10289,lena.kim289@example.com,Lena,Kim,America/New_York,true,2025-10-01,false,,true,2025-10-24,2025-06-03,2026-07-12,7,596.36,engaged_30,false
AB-10290,isla.sato290@example.com,Isla,Sato,America/Chicago,true,2024-11-08,false,,false,2024-12-31,2025-12-23,,1,77.08,engaged_365,false
AB-10291,sofia.chen291@example.com,Sofia,Chen,America/New_York,true,2026-03-02,false,,false,2026-03-28,2025-07-22,,1,34.07,engaged_30,false
AB-10292,sofia.osei292@example.com,Sofia,Osei,America/Los_Angeles,true,2025-07-23,false,,false,2025-08-01,2026-02-23,,1,46.38,engaged_30,false
AB-10293,cora.haddad293@example.com,Cora,Haddad,America/New_York,true,2025-12-13,false,,false,2025-12-31,2025-02-03,,1,48.46,engaged_365,false
AB-10294,ruby.patel294@example.com,Ruby,Patel,America/New_York,true,2024-10-11,false,,true,2024-12-05,2025-04-18,2026-07-22,12,860.36,engaged_90,false
AB-10295,sasha.diaz295@example.com,Sasha,Diaz,America/New_York,true,2025-12-09,false,,true,2026-01-20,2026-01-07,2026-08-02,7,532.0,engaged_90,false
AB-10296,priya.diaz296@example.com,Priya,Diaz,America/Los_Angeles,true,2024-09-16,true,2024-09-24,false,2024-09-24,2025-05-11,,1,76.91,engaged_90,false
AB-10297,dana.ali297@example.com,Dana,Ali,America/New_York,true,2024-12-05,false,,false,2024-12-13,2026-05-15,,1,96.38,unengaged_12m,false
AB-10298,noemi.sato298@example.com,Noemi,Sato,America/Los_Angeles,true,2024-12-24,false,,false,2024-12-24,2025-04-11,,1,45.39,unengaged_12m,false
AB-10299,nora.diaz299@example.com,Nora,Diaz,America/New_York,true,2026-06-04,false,,false,2026-06-08,2026-03-13,,1,76.26,unengaged_12m,false
AB-10300,wren.ali300@example.com,Wren,Ali,America/New_York,true,2025-10-29,false,,false,2025-12-09,2026-03-12,,3,225.77,unengaged_12m,false
AB-10301,lena.nguyen301@example.com,Lena,Nguyen,America/Los_Angeles,true,2026-05-05,false,,false,2026-05-06,2025-01-22,,1,75.46,engaged_365,false
AB-10302,lena.fischer302@example.com,Lena,Fischer,America/Chicago,true,2024-10-04,false,,false,2024-10-13,2025-01-07,,1,63.74,engaged_30,false
AB-10303,wren.silva303@example.com,Wren,Silva,America/Los_Angeles,true,2026-02-14,false,,false,2026-04-01,2025-06-16,,3,160.14,unengaged_12m,false
AB-10304,kate.diaz304@example.com,Kate,Diaz,America/Chicago,true,2025-11-23,false,,false,2026-01-18,2025-09-05,,1,77.25,unengaged_12m,true
AB-10305,maya.diaz305@example.com,Maya,Diaz,America/Los_Angeles,true,2026-05-23,false,,false,2026-06-23,2025-03-25,,1,81.37,unengaged_12m,false
AB-10306,mara.silva306@example.com,Mara,Silva,America/Los_Angeles,true,2025-07-29,false,,false,2025-09-09,2025-06-10,,8,243.8,engaged_30,false
AB-10307,sofia.kim307@example.com,Sofia,Kim,America/New_York,true,2025-04-26,false,,false,2025-05-23,2026-06-14,,2,147.55,unengaged_12m,false
AB-10308,isla.okafor308@example.com,Isla,Okafor,America/New_York,true,2026-02-17,false,,false,2026-02-25,2026-01-17,,3,116.78,engaged_30,false
AB-10309,nora.chen309@example.com,Nora,Chen,America/Chicago,true,2025-12-17,false,,false,2025-12-22,2026-04-06,,1,58.45,unengaged_12m,false
AB-10310,nora.rossi310@example.com,Nora,Rossi,America/Chicago,true,2025-03-07,false,,false,2025-03-15,2026-05-10,,1,55.69,unengaged_12m,false
AB-10311,tessa.chen311@example.com,Tessa,Chen,America/New_York,true,2025-10-26,false,,false,2025-12-06,2025-11-08,,4,282.85,unengaged_12m,false
AB-10312,amara.rivera312@example.com,Amara,Rivera,America/Los_Angeles,true,2026-05-14,false,,false,2026-07-04,2025-10-02,,1,69.48,unengaged_12m,true
AB-10313,elle.moreau313@example.com,Elle,Moreau,America/New_York,true,2025-06-25,false,,false,2025-07-21,2025-10-05,,1,70.2,engaged_30,false
AB-10314,sasha.weber314@example.com,Sasha,Weber,America/Chicago,true,2024-07-10,true,2024-09-03,true,2024-09-03,2025-10-10,2026-08-03,16,633.89,engaged_30,false
AB-10315,lena.nguyen315@example.com,Lena,Nguyen,America/Los_Angeles,true,2024-08-16,false,,false,2024-09-14,2025-12-07,,1,52.9,engaged_30,false
AB-10316,sasha.weber316@example.com,Sasha,Weber,America/Denver,true,2026-04-21,false,,false,2026-06-17,2025-07-09,,2,151.9,engaged_90,false
AB-10317,june.braun317@example.com,June,Braun,America/Los_Angeles,true,2025-10-09,false,,false,2025-11-28,2025-08-08,,2,123.56,unengaged_12m,false
AB-10318,isla.osei318@example.com,Isla,Osei,America/New_York,true,2026-01-19,false,,true,2026-03-04,2026-02-20,2026-08-04,14,880.99,engaged_30,false
AB-10319,gia.patel319@example.com,Gia,Patel,America/New_York,true,2025-05-21,false,,false,2025-06-28,2026-04-12,,1,50.59,engaged_90,false
AB-10320,kate.braun320@example.com,Kate,Braun,America/Chicago,true,2025-01-17,false,,false,2025-03-17,2025-10-09,,4,103.24,engaged_90,false
AB-10321,olivia.novak321@example.com,Olivia,Novak,America/Phoenix,true,2024-11-10,false,,false,2024-12-07,2026-02-07,,4,247.57,unengaged_12m,true
AB-10322,priya.nguyen322@example.com,Priya,Nguyen,America/Chicago,true,2024-08-24,false,,false,2024-10-02,2026-03-01,,1,50.22,unengaged_12m,false
AB-10323,wren.okafor323@example.com,Wren,Okafor,America/New_York,true,2025-04-19,false,,false,2025-04-30,2026-07-03,,1,65.66,unengaged_12m,false
AB-10324,gia.rossi324@example.com,Gia,Rossi,America/Los_Angeles,true,2024-12-18,false,,false,2025-01-16,2025-08-23,,1,50.78,engaged_30,false
AB-10325,emma.weber325@example.com,Emma,Weber,America/Chicago,true,2026-04-06,false,,false,2026-05-08,2025-10-17,,3,118.08,engaged_90,false
AB-10326,amara.vega326@example.com,Amara,Vega,America/Chicago,true,2026-01-30,true,2026-02-26,false,2026-02-26,2025-06-23,,1,75.83,engaged_30,false
AB-10327,nora.novak327@example.com,Nora,Novak,America/New_York,true,2025-01-08,false,,true,2025-02-12,2025-07-21,2026-07-16,10,521.37,engaged_30,false
AB-10328,noemi.vega328@example.com,Noemi,Vega,America/New_York,true,2024-07-14,false,,false,2024-09-04,2025-05-13,,1,64.92,engaged_30,false
AB-10329,noemi.moreau329@example.com,Noemi,Moreau,America/Chicago,true,2024-09-08,false,,false,2024-10-06,2026-04-29,,1,57.15,engaged_90,false
AB-10330,lena.vega330@example.com,Lena,Vega,America/Chicago,true,2026-03-04,false,,false,2026-03-28,2026-01-18,,1,51.16,unengaged_12m,false
AB-10331,amara.kim331@example.com,Amara,Kim,America/New_York,true,2026-01-08,false,,false,2026-01-30,2026-01-10,,1,52.11,engaged_365,false
AB-10332,priya.nguyen332@example.com,Priya,Nguyen,America/New_York,true,2026-03-30,false,,true,2026-04-13,2025-06-08,2026-08-05,18,1026.3,unengaged_12m,true
AB-10333,lena.lopez333@example.com,Lena,Lopez,America/Chicago,true,2025-10-05,false,,false,2025-10-16,2026-02-13,,1,53.07,engaged_30,false
AB-10334,ruby.rossi334@example.com,Ruby,Rossi,America/Los_Angeles,true,2026-02-18,false,,false,2026-03-17,2026-02-17,,1,62.28,unengaged_12m,false
AB-10335,dana.vega335@example.com,Dana,Vega,America/New_York,true,2025-05-20,false,,false,2025-06-27,2025-06-26,,3,169.47,engaged_30,false
AB-10336,dana.moreau336@example.com,Dana,Moreau,America/Los_Angeles,true,2025-03-11,false,,false,2025-03-11,2026-06-11,,3,128.76,engaged_30,false
AB-10337,isla.silva337@example.com,Isla,Silva,America/New_York,true,2024-11-02,false,,false,2024-12-08,2025-07-18,,2,72.27,engaged_30,false
AB-10338,sasha.rivera338@example.com,Sasha,Rivera,America/Los_Angeles,true,2026-01-30,false,,false,2026-03-02,2026-06-07,,1,25,engaged_90,false
AB-10339,jade.rivera339@example.com,Jade,Rivera,America/Denver,true,2024-10-07,false,,false,2024-11-30,2025-08-29,,2,129.61,engaged_30,false
AB-10340,elle.vega340@example.com,Elle,Vega,America/New_York,true,2025-09-16,false,,false,2025-11-01,2025-01-16,,1,48.7,engaged_30,false
AB-10341,sasha.chen341@example.com,Sasha,Chen,America/New_York,true,2025-01-27,false,,false,2025-02-11,2026-05-26,,4,159.67,unengaged_12m,false
AB-10342,jade.lopez342@example.com,Jade,Lopez,America/New_York,true,2024-12-26,false,,false,2025-02-09,2025-04-27,,1,50.64,engaged_30,false
AB-10343,june.ali343@example.com,June,Ali,America/New_York,true,2025-07-23,true,2025-08-24,false,2025-08-24,2026-07-23,,1,47.67,engaged_365,false
AB-10344,cora.chen344@example.com,Cora,Chen,America/Chicago,true,2026-03-25,false,,true,2026-04-11,2025-12-21,2026-07-11,16,599.03,unengaged_12m,false
AB-10345,maya.lopez345@example.com,Maya,Lopez,America/Los_Angeles,true,2024-09-21,true,2024-10-17,false,2024-10-17,2025-05-04,,2,66.46,unengaged_12m,false
AB-10346,wren.lopez346@example.com,Wren,Lopez,America/New_York,true,2024-08-05,false,,false,2024-10-03,2026-02-23,,7,394.08,unengaged_12m,true
AB-10347,elle.sato347@example.com,Elle,Sato,America/New_York,true,2025-11-29,false,,false,2026-01-02,2026-01-27,,1,83.11,unengaged_12m,true
AB-10348,emma.sato348@example.com,Emma,Sato,America/New_York,true,2024-07-19,false,,false,2024-08-24,2026-03-26,,1,64.73,unengaged_12m,false
AB-10349,ava.fischer349@example.com,Ava,Fischer,America/Los_Angeles,true,2025-04-03,false,,false,2025-04-26,2025-03-08,,4,169.97,engaged_365,false
AB-10350,isla.braun350@example.com,Isla,Braun,America/New_York,true,2026-03-27,false,,false,2026-03-29,2025-07-13,,1,31.93,engaged_365,false
